name,@lat,@lon,type
,34.2382872,-116.9410258,hotel
Motel 6,35.4020714,-119.400544,motel
Quality Inn - Monterey Beach Dunes,36.6993722,-121.805041,hotel
Sanctuary Beach Resort,36.6999863,-121.8061198,hotel
Our Peace of Mammoth - condo rental,37.6476414,-118.987715,hotel
Overnight Campers Motel,36.188902,-121.0764126,motel
,36.1380833,-120.358109,motel
Buena Vista Motel,35.4000573,-119.4615187,motel
McKittrick Motel,35.3039225,-119.6240446,motel
Hotel North Beach,37.7966767,-122.4054169,hotel
Calmada Private Resort & Boutique Hotel,34.1876423,-116.4999802,hotel
,32.7608115,-117.1656674,hotel
,35.1639178,-120.6885852,hotel
,33.9824083,-118.4575418,hotel
Inn at Market,37.7763133,-122.4181543,hotel
,35.1318967,-120.6057351,hotel
Inn at Avila Beach,35.178504,-120.731961,hotel
Knights Inn,34.2436079,-116.915782,motel
,35.180017,-120.735416,hotel
,33.9314865,-117.557064,hotel
Staypineapple An Elegant Hotel,37.7868795,-122.4129683,hotel
,35.5575734,-121.077848,hotel
Burton Inn,35.5624384,-121.0819684,hotel
,35.562733,-121.0824605,hotel
,35.5663378,-121.077597,motel
La Paloma,33.3419725,-118.3283672,hotel
,33.8930105,-118.36554,hotel
The Oasis,33.7966929,-116.5032093,hotel
Lodi Lodge,38.1561543,-121.3011713,motel
Wine and Roses,38.1464315,-121.3073423,hotel
Rodeway Inn,34.0763235,-118.3581861,motel
,34.1345354,-116.31165,hotel
Magic Carpet Lodge,36.6162872,-121.8423556,hotel
,32.6408101,-117.097487,hotel
Long Beach Motel,33.8559408,-118.1851776,motel
Sea Breeze Motel,37.6089555,-122.4972426,motel
Luxe Rodeo Drive Hotel,34.0689163,-118.4024445,hotel
Hotel Zelos San Francisco,37.7852861,-122.4055,hotel
Pontiac Hotel,37.7803615,-122.4083487,hotel
The St. Regis San Francisco,37.7860572,-122.401381,hotel
,35.1558716,-120.668206,hotel
Elliot House Bed & Breakfast,37.1099493,-119.3197673,motel
Hotel & Cabins office,37.1110124,-119.319566,hotel
The Village Suites,37.110607,-119.3201839,motel
,32.7896603,-117.2527155,hotel
Hotel Shahil,37.7839462,-122.4175274,hotel
Americas Best Value Inn,35.4836883,-120.665292,motel
Hotel Le Reve Pasadena,34.1464365,-118.0827141,hotel
,34.2420059,-116.9182443,hotel
,34.0166126,-118.3091403,motel
,34.0168856,-118.30912,motel
Tradewinds Airport Hotel,33.9451952,-118.3485826,hotel
,34.0572163,-117.1766963,motel
,35.448054,-120.9034591,hotel
Quality Inn,32.674524,-115.499026,hotel
Stockton City Motel,37.945187,-121.2682115,motel
Hotel Angels,9.9317317,-84.0680421,hotel
Abril Hostel,9.9329927,-84.0655029,hotel
Ara Macao Inn,9.9319848,-84.0673886,hotel
Casa 69,9.9316803,-84.0676266,hotel
Susie Hotel,37.7973765,-122.4062224,hotel
Marriott's Shadow Ridge I-The Villages,33.7829534,-116.3845562,hotel
Marriott's Shadow Ridge II - The Enclaves,33.7823649,-116.384363,hotel
Edwardian Hotel,37.7734105,-122.4218029,hotel
Residence Inn San Diego Downtown/Bayfront,32.716881,-117.172031,hotel
,35.372693,-119.0117401,hotel
Route 66 Barstow,34.8988677,-117.0144711,motel
Sunset Inn,34.8962222,-117.0379417,motel
Hyland Inn,33.1573722,-117.3385585,motel
,33.1643694,-117.344145,hotel
The Westin Carlsbad Resort & Spa,33.1295138,-117.3089164,hotel
Rodeway Inn Chico,39.7208887,-121.825507,motel
Piccadilly Inn Express,36.7657948,-119.7217832,motel
Ramada Limited Gilroy,37.0205842,-121.570028,hotel
Miner's Motel,37.9631745,-120.4041502,motel
,32.8983331,-117.1901241,hotel
,32.8521688,-117.2571827,hotel
,32.8401654,-117.280557,motel
,32.8295161,-117.2768976,motel
San Giuliano Hotel,33.8212005,-116.5498272,hotel
Warm Sands Villas,33.8147883,-116.5367781,hotel
Desert Eclipse Resort,33.8151225,-116.535614,hotel
Century Palm Springs,33.8141509,-116.5349703,hotel
Palm Springs Hotel & Residences / The Resort / Mondrian,33.8266742,-116.53261,hotel
Escape,33.8091007,-116.5419155,hotel
Villa Rosa Inn,33.8032988,-116.5406936,hotel
Casitas Laquita Inn,33.8015872,-116.5422508,hotel
Colt's Lodge,33.8016989,-116.5302954,motel
Sky Terrace Motel,40.1718796,-122.2307139,motel
Gateway Inn,40.1686044,-122.2276079,motel
Courtyard Inn,38.6470261,-121.384107,hotel
Holiday Lodge,34.4392807,-119.7256714,motel
,34.4389801,-119.7250147,motel
,34.4354996,-119.7261746,motel
,34.4234746,-119.7094922,hotel
,34.4276616,-119.7100995,motel
,34.430521,-119.7140406,motel
Simpson House Inn,34.428991,-119.7081267,motel
,34.4240021,-119.6979523,hotel
,34.4102878,-119.6958099,motel
Franciscan Inn,34.4101435,-119.6943976,motel
,34.4099918,-119.6973726,motel
,34.4093614,-119.6979963,motel
Monarch Cove Inn,36.9761866,-121.9436409,hotel
oceana,34.0214108,-118.5062859,hotel
Venice Admiral Suites,33.9963389,-118.4810035,hotel
Holiday Inn Express Windsor - Sonoma County,38.5460977,-122.8087628,hotel
Rodeway Inn,38.4633643,-122.7273236,motel
Palms Inn,38.3959691,-122.7148265,motel
Black Sterling Villa and Vineyard Estate,38.3510185,-122.7080123,hotel
Glendeven Inn & Lodge,39.2781046,-123.7903722,hotel
,38.9596971,-119.9472327,hotel
Parkside Lone Pine Lodge,38.9608731,-119.9466554,hotel
Tahoe Retreat & Spa,38.9230959,-119.9892759,motel
Tahoe Keys Resort,38.9310462,-120.0049841,hotel
Manzanita Lodge,38.9215759,-120.0214167,motel
,33.8749332,-118.1444695,motel
,33.7751983,-118.1794451,motel
,33.7757951,-118.1788054,motel
Koryu,34.0768537,-118.2918843,hotel
SpringHill Suites San Diego Downtown/Bayfront,32.7168861,-117.17178,hotel
Krishna Hotel,37.7644245,-122.419788,hotel
租房子,33.9870413,-117.8925164,hotel
Circle C Lodge,34.1382306,-116.0818259,motel
,35.6419058,-118.4105246,motel
Ray W. Suites,34.1017759,-118.3366311,hotel
Jolly Roger Hotel,33.9888471,-118.4515532,hotel
,33.7900942,-118.2147535,motel
,33.7902655,-118.2114202,motel
,33.7894128,-118.1973931,motel
Quality Inn Near Long Beach Airport,33.7902851,-118.1543377,hotel
The Westin Long Beach,33.7670941,-118.189015,hotel
,33.8059011,-117.9142604,hotel
Oakwood At The Village Redondo Beach,33.8409393,-118.389095,hotel
,33.851505,-118.3982173,hotel
,33.8991155,-118.3964728,hotel
the vendange,36.5626695,-121.9154584,hotel
,32.7588903,-117.1821737,hotel
Handlery Hotel San Diego,32.7610029,-117.1731873,hotel
,32.7592826,-117.1690262,hotel
,32.760116,-117.1692823,motel
,32.7595823,-117.1662751,motel
,32.7746343,-117.1421177,hotel
,32.7733929,-117.0280412,motel
,32.7732625,-117.0331838,motel
National 9 Inn,32.7656011,-117.0153783,motel
,32.767942,-117.0360928,motel
,32.7657131,-117.0603493,motel
Sommerset Suites Hotel,32.7502616,-117.159506,hotel
,32.7851843,-117.2532726,hotel
Pidgeon at Monte Viston,32.7848133,-117.1278717,hotel
,33.9839067,-118.4576632,hotel
Knights Inn,34.0662545,-118.253988,motel
Beachside Inn,38.9379724,-120.039446,hotel
Big Meadow Lodge Fish Camp,38.239231,-119.2210209,motel
Dorrington Hotel,38.301019,-120.2771625,hotel
Toiyabe Motel,38.5128032,-119.4704812,motel
West Walker Motel,38.5123524,-119.4660777,motel
Sierra Retreat Motel,38.5126891,-119.4639723,motel
Bear's Lair,38.2569767,-120.3467613,motel
Ebbett's Pass Lodge,38.2542482,-120.3535877,motel
목사님댁,34.121417,-118.1472823,motel
Hotel 1550,37.6120095,-122.402696,hotel
Tsewenaldin Inn and Lounge,41.0623363,-123.6859569,hotel
Mayacamas Ranch,38.5708054,-122.6531112,hotel
Shelter Cove Beachcomber Inn,40.0250601,-124.0672284,hotel
Lawrence Motel,33.9940694,-118.4721511,hotel
Arrowhead Pine Rose Cabins,34.2382347,-117.2369441,hotel
Frontier Motel,41.4935415,-120.5429225,motel
Travel Inn,40.4176018,-120.656878,motel
Foothills Motel,38.925524,-121.0584003,motel
Executive Inn San Jose,37.2813061,-121.8381605,motel
,34.4341705,-119.7180359,hotel
Da Vinci Hotel,37.799281,-122.4235872,hotel
Johnny McNally's Lodge,35.9269302,-118.4937392,hotel
Hotel Bellanca,33.344958,-118.3271075,hotel
Pavillon Hotel,33.3430604,-118.324969,hotel
,33.9255996,-118.3780931,hotel
,33.9314315,-118.3283996,motel
Hotel la Molienda,7.3474761,-72.9458381,hotel
Hotel El Santuario,7.3472769,-72.9463092,hotel
Valli Inn Motel,37.928259,-121.2315413,motel
,34.0556504,-118.1349036,hotel
Ayres Suites,34.0034056,-117.8297244,hotel
Marina Del Mar Condominiums and Vacation Rentals,33.2041348,-117.3920951,hotel
Tang Fat Hotel,37.7981377,-122.4084544,hotel
Villa Ocotillo,32.7767936,-115.571431,hotel
El Camino Inn,37.6874679,-122.464865,motel
Hotel Epik,37.7834542,-122.41907,hotel
The Regency Inn,37.7832049,-122.416989,hotel
Hotel Astoria,37.7906389,-122.4058674,hotel
Franklin Bay Inn,37.8006013,-122.4262516,hotel
The Crosby on O' Farrell,37.7859693,-122.4131826,hotel
McGee Creek Lodge,37.585993,-118.7832168,hotel
,36.7093951,-119.5628228,motel
,34.5117884,-118.346717,motel
,36.2876592,-119.1357126,hotel
,35.1249821,-117.9440821,hotel
Travel Inn,36.3201554,-121.2425013,motel
Courtyard,38.2559432,-122.0653944,hotel
The Inn at Spanish Bay,36.6121567,-121.9426502,hotel
,34.0421718,-118.344507,motel
Budget Inn South Lake Tahoe,38.9459254,-119.9635677,motel
Hotel Clariana,37.3370316,-121.8881026,hotel
,38.5523286,-121.454139,hotel
Northstar Lodge by Welk Resorts,39.275704,-120.1226796,hotel
Hotel Metropole,33.3445755,-118.32727,hotel
Jumping Frog Motel,38.0797195,-120.5534126,motel
The Broadmoor,37.7870991,-122.4247299,hotel
Meadow View Inn,38.6105172,-120.5065119,hotel
,34.4197088,-118.4504344,hotel
Webber Lake Hotel,39.4905481,-120.4151942,hotel
Htl 587 Ascend Hotel Collection,37.783223,-122.417288,hotel
Airbnb Brita,32.8288569,-117.2660188,hotel
"Yosemite West Lodging, Inc.",37.651404,-119.7227716,hotel
Deer Mountain Lodge,41.5859902,-122.1937237,hotel
Olympic Village Inn,39.2001213,-120.239023,hotel
Valentina Suites,35.1428326,-120.641494,hotel
,35.6238947,-120.6917024,motel
The Cottage Inn,39.1418718,-120.1543864,hotel
Stone Villa Inn,37.5469872,-122.3073261,hotel
Ponderosa Gardens Motel,39.7624745,-121.6180462,motel
,37.6778816,-119.7668931,hotel
,38.7870936,-121.2255675,hotel
Travel Inn,38.0836225,-122.2318377,motel
River Terrace Inn,38.3050542,-122.2831207,hotel
Bed and Breakfast,40.8734507,-124.0864651,hotel
,32.7541895,-117.2494519,hotel
Nautical,41.9901303,-124.2083172,hotel
Union Hotel,37.764491,-122.4197987,hotel
Red Hill Motel and Cabins,40.7362276,-122.9427115,motel
Anaheim Marriott,33.799045,-117.918297,hotel
Sandyland Reef Inn,34.405247,-119.532591,hotel
Jessica's,38.6625992,-121.3498944,hotel
Inn at Schoolhouse Creek,39.2634339,-123.7837144,hotel
,35.1304228,-120.6310115,hotel
,35.1490321,-120.6515305,motel
El Gran Meson,7.3479902,-72.9465427,hotel
The Four Seasons,37.7632016,-119.107276,motel
Days Inn,33.9252297,-116.9024926,hotel
Freehand Los Angeles,34.0448734,-118.2567592,hotel
"Hotel Per La, Autograph Collection",34.046847,-118.255517,hotel
Courtyard,34.0457869,-118.265787,hotel
JW Marriott Los Angeles L.A. Live,34.0452979,-118.266482,hotel
Tuck Hotel,34.0425115,-118.2539737,hotel
Rancho Bernardo Inn,33.0312444,-117.0666072,hotel
,33.7936579,-117.9926431,motel
Ram’s Hotel,37.7762632,-122.4149931,hotel
Hillside lodge,38.5106101,-122.9864216,hotel
The Hotel Fresno,36.7859278,-119.792288,motel
,34.1479946,-118.253753,hotel
,32.7585428,-117.1703963,hotel
Aloft Dublin Pleasanton,37.7034297,-121.864745,hotel
Shasta Pines Motel,40.8877,-121.656,motel
,32.6920091,-117.1327873,hotel
Studio 6,37.3021048,-120.5015562,hotel
,34.1413312,-118.0202017,hotel
"Highlands Inn, A Hyatt Residence Club",36.50197,-121.937108,hotel
The Getaway,36.5554331,-121.919815,hotel
Contenta Inn,36.479545,-121.7286426,motel
Travelers Inn,38.5781208,-121.5495774,motel
Super 8,38.4475504,-121.8552439,motel
,32.557189,-117.057865,motel
,33.8363274,-117.959404,motel
,34.1265533,-117.2877771,hotel
The Bungalows at Calistoga,38.5831471,-122.5771775,hotel
Cottage Grove Inn,38.5824528,-122.5768033,hotel
Hotel Embassy,37.7823887,-122.4189109,hotel
Canyon Creek resort,38.5146785,-122.0934436,hotel
Ramada,40.9028176,-124.090612,hotel
,33.8082663,-118.0710583,hotel
Residence Inn,33.9749961,-118.4576159,hotel
AC Hotel Palo Alto,37.4173516,-122.10225,hotel
Tahoe Edgelake Beach Club,39.2381054,-120.0362344,hotel
Country Inn & Suites,36.8243618,-119.7839184,hotel
Vagabond House Inn,36.5580401,-121.9225621,hotel
Pine Inn,36.5552604,-121.924172,hotel
Lamp Lighter Inn,36.5548871,-121.92589,hotel
Normandy cottage,36.554894,-121.9255519,hotel
Normandy inn,36.5549094,-121.924861,hotel
,34.4253999,-117.3469147,motel
,39.3279282,-120.2440635,hotel
Martis Camp Lodge,39.2777164,-120.1467844,hotel
Royal Santa Monica Motel,34.0504563,-118.435396,motel
Residence Inn,34.0459839,-118.265659,hotel
Residence Inn San Jose North/Silicon Valley,37.4218466,-121.979031,hotel
Fairfield San Jose North/Silicon Valley,37.4217529,-121.978174,hotel
,33.7215827,-118.0750655,hotel
,34.8654204,-120.449554,hotel
Marriott Westin Resort,33.1300341,-117.308983,hotel
Adobe Inn,36.5529962,-121.9228815,hotel
Alila Napa Valley,38.5093871,-122.478475,hotel
Hotel Shattuck Plaza,37.8691827,-122.2684876,hotel
Yale Hotel,37.7838469,-122.4177943,hotel
Eddy Hotel,37.78333,-122.4182737,hotel
Portola Inn & Suites,33.8592659,-117.9945893,hotel
Balmoral Hotel North # 3,37.7946766,-122.4037786,hotel
Sea Way Motel,34.0388689,-118.3720978,motel
National Inn,33.8787498,-117.583417,motel
Pelican Inn & Suites,35.5746481,-121.1126063,hotel
Seneca Hotel,37.7815694,-122.4097494,hotel
WoodSpring Suites,33.9291674,-117.557411,hotel
,34.1071699,-117.4202858,motel
South Lake Tahoe Lodge,38.9026477,-119.9975359,motel
Cedar Pines Resort,38.906505,-119.9988449,motel
High Country Lodge,38.9063328,-119.999502,motel
Silver Shadows Lodge,38.9058021,-119.9993525,motel
Tahoe Cottage Inn Motel,38.9063265,-120.0011395,motel
Playpark Lodge,38.9073795,-120.0019026,motel
The Shay,34.028025,-118.387391,hotel
Courtyard Mar,34.145968,-118.76805,hotel
Hawthorn Suites,38.6308634,-121.2200624,hotel
Comfort Inn,38.6286662,-121.2190921,hotel
The Westin Mission Hills Golf Resort & Spa,33.8000224,-116.4174997,hotel
Budget Inn,35.064402,-118.1768689,motel
Motel 6,35.0679344,-118.17769,motel
Four Seasons Resort and Residences Napa Valley,38.5847929,-122.567908,hotel
Pacifica Hotel,32.7110948,-117.1608858,hotel
Gaslamp Quarter Hotel,32.7113426,-117.1607626,hotel
"Four Seasons Residence Club Aviara, North San Diego",33.0970461,-117.2835067,hotel
Hotel California,33.6256063,-117.9264928,hotel
Packard House,39.3074121,-123.8018582,hotel
The Madrones,39.0590635,-123.4341054,hotel
Jasmine Hotel,34.020843,-118.4014045,hotel
Hampton Inn & Suites,33.9043667,-117.4954902,hotel
THE COVE HOTEL,33.8039308,-118.191136,hotel
Sheraton Grand Los Angeles,34.0477069,-118.2583016,hotel
,39.8117473,-120.4649231,motel
Desert Hot Springs Spa Hotel,33.9695474,-116.502189,hotel
Pine Mountain Hotel,34.8509668,-119.1650192,hotel
Motel 6,41.423242,-122.3927601,motel
Larkspur Landing Pleasanton,37.6988485,-121.9063742,hotel
Elwell Lakes Lodge,39.6974141,-120.6644353,hotel
Gold Lake Lodge,39.6931806,-120.6581268,hotel
Rodeway Inn Imperial - El centro,32.8351251,-115.5707691,motel
Best Western Plus Thousand Oaks Inn,34.1786508,-118.8787028,hotel
Oaktown Roost,37.8019166,-122.270059,hotel
Northern Inn Motel,40.1176133,-123.8208759,motel
Millz Manor at Fall River Mills,41.0113022,-121.4351691,motel
Days Inn,34.0367217,-118.4705612,hotel
Neptune Palace Hotel,37.7748788,-122.27647,hotel
Ellis,41.9743472,-121.4908404,motel
Park Cienega,34.0451081,-118.3769291,motel
Anne's Motel,34.0456008,-118.3767746,motel
La Cienega Inn,34.0465715,-118.3765005,motel
Travelodge Fairfield/Napa Valley,38.218343,-122.1318462,hotel
Pink Motel,34.2411604,-118.3962075,motel
Nite Inn at Universal City,34.1374235,-118.3638676,motel
Alila Ventana Big Sur,36.2290296,-121.7607205,hotel
La Quinta Inn & Suites San Diego SeaWorld/Zoo,32.7629572,-117.15843,hotel
Hotel Sausalito & Suites,37.855796,-122.4790857,hotel
The Inn Above Tide,37.855752,-122.4785963,hotel
Heritage Inn Bed & Breakfast,35.2864723,-120.6656624,hotel
Napa River Inn,38.2964125,-122.2828577,hotel
Homewood Suites by Hilton Los Angeles International Airport,33.9460537,-118.392895,hotel
"H Hotel Los Angeles, Curio Collection by Hilton",33.946053,-118.392718,hotel
Washington Square Inn,37.8012647,-122.4092124,hotel
Wagon Wheel Motel,36.6999844,-121.6524203,motel
Monterey Motel,33.9121757,-118.2908653,motel
Monterey Motel,33.9121826,-118.2913843,motel
The Inn at Boatworks,39.1734102,-120.1379645,hotel
Mother Nature's Inn,39.1717969,-120.1405872,motel
,32.7362232,-117.2551861,hotel
Ocean Luxury Lofts & Suites,34.0130512,-118.4963361,hotel
Cypress Inn,36.5540141,-121.9234298,hotel
Toppers Motel,35.1405272,-119.449555,motel
Yosemite Riverside Inn,37.8289969,-120.0042667,motel
InterContinental Los Angeles Downtown,34.0500222,-118.2600358,hotel
Dwight's Home,37.4642619,-122.2392183,hotel
Motel 6,38.5932615,-121.2891689,motel
Los Angeles Athletic Club,34.0465524,-118.25513,hotel
Trylon hotel,34.105417,-118.3314767,hotel
Tru,37.7992898,-121.1928158,hotel
Americas Best Value Inn,37.7971962,-121.1861973,motel
Lamplighter Motel,40.7697564,-124.1908722,motel
Humboldt Gables Motel,40.499429,-124.1067123,motel
WhyHotel,37.3383344,-121.8874674,hotel
Econo Lodge,38.2490589,-122.0522244,motel
Santa Clarita Motel,34.3896594,-118.5353797,motel
Andalusian Court,33.8214817,-116.55084,hotel
West End Hotel,34.0474474,-118.4490427,hotel
Hotel Lexen,34.377216,-118.5258317,hotel
Conrad Los Angeles Hotel,34.0551379,-118.2485056,hotel
Hotel Brooks,34.0473078,-118.4492971,hotel
Motel San Diego,32.8070511,-117.2196338,hotel
H,34.8558679,-117.0832958,hotel
Cathy's Cottages,34.2595819,-116.8553723,motel
AC Hotel by Marriott Oakland Downtown,37.8060566,-122.2748329,hotel
Residence Inn By Marriott Oakland Downtown,37.8063123,-122.274668,hotel
Hatrack Motel,34.119479,-116.4449957,motel
Sands Motel,34.1177625,-116.4545497,motel
Desert Sky Motel & RV Park,34.1179868,-116.4535734,motel
Fiesta Motel,34.1070707,-117.3770837,motel
Luma Hotel San Francisco,37.7748054,-122.3902313,hotel
Highlands Ranch Resort,40.3592907,-121.4939435,hotel
Tropics Motor Hotel,33.7272851,-116.2295461,motel
